,Author,Text
260,b,"over—as if struck with lightning, and her head hit my forehead and made me dizzy for a moment or two. The room and all round seemed to spin round. I kept my eyes fixed on the window, but the wolf drew his head back, and a whole myriad of little"
261,b,"to him, too, though it may not hold your hands from his destruction.”As she spoke I could see her husband’s face darken and draw together, as though the passion in him were shrivelling his being to its core. Instinctively the clasp on his wife’s hand grew closer, till his knuckles"
262,b,"grew upon me. I could almost hear the beating of my own heart; and the blood surging through my temples sounded like blows from a hammer. The silence finally became agonising. I looked at my companions, one after another, and saw from their flushed faces and damp brows that they"
263,b,"to draw, in a measure, your own conclusions. I shall then say what I have done and propose doing.“I found Miss Westenra in seemingly gay spirits. Her mother was present, and in a few seconds I made up my mind that she was trying all she knew to mislead her"
264,b,"have now to deal with a new factor: Madam Mina. Oh, but her soul is true. It is to her an agony to tell us so much as she has done; but it is most right, and we are warned in time. There must be no chance lost, and in"
265,b,"I forgot myself. You do not need any help. I am so worried in my mind that I am apt to be irritable. If you only knew the problem I have to face, and that I am working out, you would pity, and tolerate, and pardon me. Pray do not"
266,b,"purpose, and would doubtless have taken measures in advance to frustrate such an effort with regard to the others; but now he does not know our intentions. Nay, more, in all probability, he does not know that such a power exists to us as can sterilise his lairs, so that"
267,b,"which trickled from the corners of the mouth and ran over the chin and neck. Even the deep, burning eyes seemed set amongst swollen flesh, for the lids and pouches underneath were bloated. It seemed as if the whole awful creature were simply gorged with blood. He lay like a"
268,b,"scream. But the words to her thought came quickly; the echo of the scream had not ceased to ring on the air when there came the reaction, and she sank on her knees on the floor in an agony of abasement. Pulling her beautiful hair over her face, as the"
269,b,"Harker?”I nodded, and he went on:—“I don’t quite see the drift of it; but you people are all so good and kind, and have been working so earnestly and so energetically, that all I can do is to accept your ideas blindfold and try to help you. I have had"
270,b,"massive as it was, it rattled in its casement. I could see the bolt shot. It had been locked after I left the Count.Then a wild desire took me to obtain that key at any risk, and I determined then and there to scale the wall again and gain the"
271,b,"must go by the Danube mouth; or by somewhere in the Black Sea, since by that way he come. It was a dreary blank that was before us. Omne ignotum pro magnifico; and so with heavy hearts we start to find what ships leave for the Black Sea last night."
272,b,there none amongst us who has a better right? Will it be no joy to think of hereafter in the silence of the night when sleep is not: ‘It was my hand that sent her to the stars; it was the hand of him that loved her best; the hand
273,b,"it; so, as I feared to be alone, I opened my door and called out: “Is there anybody there?” There was no answer. I was afraid to wake mother, and so closed my door again. Then outside in the shrubbery I heard a sort of howl like a dog’s, but"
274,b,"some violence. 28 July.—Four days in hell, knocking about in a sort of maelstrom, and the wind a tempest. No sleep for any one. Men all worn out. Hardly know how to set a watch, since no one fit to go on. Second mate volunteered to steer and watch, and"
275,b,"clues as to the earth-boxes. I shall finish my round of work and we shall meet to-night.1 October.—It is strange to me to be kept in the dark as I am to-day; after Jonathan’s full confidence for so many years, to see him manifestly avoid certain matters, and those the"
276,b,"boats went up the river to the Viaduct and came down again. We had a lovely view, and saw the procession nearly all the way. The poor fellow was laid to rest quite near our seat so that we stood on it when the time came and saw everything. Poor"
277,b,"one Ristics who will there present his credentials; and so our merchant friend will have done his part. When he ask if there be any wrong, for that so, he can telegraph and have inquiry made at Varna, we say ‘no’; for what is to be done is not for"
278,b,"whereon is the Count.’ So off we go to Doolittle’s Wharf, and there we find a man in an office of wood so small that the man look bigger than the office. From him we inquire of the goings of the Czarina Catherine. He swear much, and he red face"
279,b,"for Lucy’s sake?”Arthur spoke out heartily, like his old self:—“Dr. Van Helsing, you may do what you will. I feel that in saying this I am doing what my dear one would have approved. I shall not trouble you with questions till the time comes.”The old Professor stood up as"
280,b,"insensibility. Inured as I was to sick beds and death, this suspense grew, and grew upon me. I could almost hear the beating of my own heart; and the blood surging through my temples sounded like blows from a hammer. The silence finally became agonising. I looked at my companions,"
281,b,"on the bed. Van Helsing said gravely:—“Go on, friend Arthur. We want here no more concealments. Our hope now is in knowing all. Tell freely!” So Art went on:—“He had been there, and though it could only have been for a few seconds, he made rare hay of the place."
282,b,"of anything to do—if “pleased” could be used in connection with so grim an interest.As usual Van Helsing had thought ahead of everyone else, and was prepared with an exact ordering of our work.“It is perhaps well,” he said, “that at our meeting after our visit to Carfax we decided"
283,b,"over and turned it gently back, we both started at the beauty before us, the tall wax candles showing a sufficient light to note it well. All Lucy’s loveliness had come back to her in death, and the hours that had passed, instead of leaving traces of “decay’s effacing fingers,”"
284,b,"time, was a bitter blow to him. With me he was warm as ever, and to Van Helsing he was sweetly courteous; but I could not help seeing that there was some constraint with him. The Professor noticed it, too, and motioned me to bring him upstairs. I did so,"
285,b,"he had been just before he attacked me in my own study, and I took care to stand where I could seize him at once if he attempted to make a spring at her. She came into the room with an easy gracefulness which would at once command the respect"
286,b,"drip with the fresh blood!” The remembrance seemed for a while to overpower her, and she drooped and would have sunk down but for her husband’s sustaining arm. With a great effort she recovered herself and went on:—“Then he spoke to me mockingly, ‘And so you, like the others, would"
287,b,"be there to see, when that red scar, the sign of God’s knowledge of what has been, shall pass away, and leave your forehead as pure as the heart we know. For so surely as we live, that scar shall pass away when God sees right to lift the burden"
288,b,"not get out. Jonathan’s bitter experience served me here. By memory of his diary I found my way to the old chapel, for I knew that here my work lay. The air was oppressive; it seemed as if there was some sulphurous fume, which at times made me dizzy. Either"
289,b,Mina says that perhaps we are the instruments of ultimate good. It may be! I shall try to think as she does. We have never spoken to each other yet of the future. It is better to wait till we see the Professor and the others after their investigations.The day
290,b,"it shear through the throat; whilst at the same moment Mr. Morris’s bowie knife plunged into the heart.It was like a miracle; but before our very eyes, and almost in the drawing of a breath, the whole body crumble into dust and passed from our sight.I shall be glad as"
291,b,"through any routine requirements as to payment in your departments, we enclose cheque herewith for ten pounds (£10), receipt of which please acknowledge. Should the charge be less than this amount, you can return balance; if greater, we shall at once send cheque for difference on hearing from you. You"
292,b,"again, so I exerted myself, and with many efforts forced it back so that I could enter. I was now in a wing of the castle further to the right than the rooms I knew and a storey lower down. From the windows I could see that the suite of"
293,b,"our confidence. Things are getting desperate, and it is at least a chance, though a hazardous one. As a preliminary step, I was released from my promise to her.30 October, evening.—They were so tired and worn out and dispirited that there was nothing to be done till they had some"
294,b,stood darkly out against the whitening hair.We have arranged that one of us is to stay within call of the unhappy pair till we can meet together and arrange about taking action.Of this I am sure: the sun rises to-day on no more miserable house in all the great round
295,b,"usual. Then if he has feared of my trust I shall show it to him, with every thought of my heart put down for his dear eyes to read. I feel strangely sad and low-spirited to-day. I suppose it is the reaction from the terrible excitement.Last night I went to"
296,b,"feet. He looked so earnest over it that I shall never again think that a man must be playful always, and never earnest, because he is merry at times. I suppose he saw something in my face which checked him, for he suddenly stopped, and said with a sort of"
297,b,"was. When I came softly in, I found Van Helsing with a sheet or two of note-paper in his hand. He had evidently read it, and was thinking it over as he sat with his hand to his brow. There was a look of grim satisfaction in his face, as"
298,b,"her and for others; and the present will suffice.”When we stopped the operation, he attended to Lucy, whilst I applied digital pressure to my own incision. I laid down, whilst I waited his leisure to attend to me, for I felt faint and a little sick. By-and-by he bound up"
299,b,"window again. The mist was spreading, and was now close up to the house, so that I could see it lying thick against the wall, as though it were stealing up to the windows. The poor man was more loud than ever, and though I could not distinguish a word"
300,b,"where. We, however, are not selfish, and we believe that God is with us through all this blackness, and these many dark hours. We shall follow him; and we shall not flinch; even if we peril ourselves that we become like him. Friend John, this has been a great hour;"
301,b,"he fawned on me like a dog. I asked him what it was, and he said, with a sort of rapture in his voice and bearing:—“A kitten, a nice little, sleek playful kitten, that I can play with, and teach, and feed—and feed—and feed!” I was not unprepared for this"
302,b,"is some horrible doom hanging over us that every possible accident should thwart us in all we try to do. I shall take this cylinder with me, and then I can complete my entry on Lucy’s phonograph.17 September. Night.—I write this and leave it to be seen, so that no"
303,b,"He is a philosopher and a metaphysician, and one of the most advanced scientists of his day; and he has, I believe, an absolutely open mind. This, with an iron nerve, a temper of the ice-brook, an indomitable resolution, self-command, and toleration exalted from virtues to blessings, and the kindliest"
304,b,"this Dracula, indeed, who inspired that other of his race who in a later age again and again brought his forces over the great river into Turkey-land; who, when he was beaten back, came again, and again, and again, though he had to come alone from the bloody field where"
305,b,"chance lost, and in Varna we must be ready to act the instant when that ship arrives.”“What shall we do exactly?” asked Mr. Morris laconically. The Professor paused before replying:—“We shall at the first board that ship; then, when we have identified the box, we shall place a branch of"
306,b,"idea as soon as formed, for such a thing could not be. The whole bed would have been drenched to a scarlet with the blood which the girl must have lost to leave such a pallor as she had before the transfusion.“Well?” said Van Helsing.“Well,” said I, “I can make"
307,b,"head as the lips went below the range of my mouth and chin and seemed about to fasten on my throat. Then she paused, and I could hear the churning sound of her tongue as it licked her teeth and lips, and could feel the hot breath on my neck."
308,b,"me in the dark, so that afterwards, though you may be angry with me for a time—I must not disguise from myself the possibility that such may be—you shall not blame yourselves for anything.”“That’s frank anyhow,” broke in Quincey. “I’ll answer for the Professor. I don’t quite see his drift,"
309,b,"old witches, who, expelled from Scythia had mated with the devils in the desert. Fools, fools! What devil or what witch was ever so great as Attila, whose blood is in these veins?” He held up his arms. “Is it a wonder that we were a conquering race; that we"
310,b,"astonishment, he said:—“You’re not the girl the doctor wanted to marry, are you? You can’t be, you know, for she’s dead.” Mrs. Harker smiled sweetly as she replied:—“Oh no! I have a husband of my own, to whom I was married before I ever saw Dr. Seward, or he me."
311,b,"big graveyard, all full of tombstones. This is to my mind the nicest spot in Whitby, for it lies right over the town, and has a full view of the harbour and all up the bay to where the headland called Kettleness stretches out into the sea. It descends so"
312,b,"if it may be, enlighten him not, lest it may harm. Again your pardon, and forgive me.“25 September.—Come to-day by quarter-past ten train if you can catch it. Can see you any time you call.25 September.—I cannot help feeling terribly excited as the time draws near for the visit of"
313,b,"attendants come to know so well. He became quite quiet, and went and sat on the edge of his bed resignedly, and looked into space with lack-lustre eyes. I thought I would find out if his apathy were real or only assumed, and tried to lead him to talk of"
314,b,"We did not lose any time in examining the chests. With the tools which we had brought with us we opened them, one by one, and treated them as we had treated those others in the old chapel. It was evident to us that the Count was not at present"
315,b,"injunctions that I was not to leave her for a moment. I could hear his voice in the hall, asking the way to the nearest telegraph office.Lucy chatted with me freely, and seemed quite unconscious that anything had happened. I tried to keep her amused and interested. When her mother"
316,b,"John Paxton, the President of the Incorporated Law Society. Jonathan and I stood hand in hand, and we felt that our best and dearest friend was gone from us....We came back to town quietly, taking a ’bus to Hyde Park Corner. Jonathan thought it would interest me to go into"
317,b,"real or the dreaming of a madman. You know I have had brain fever, and that is to be mad. The secret is here, and I do not want to know it. I want to take up my life here, with our marriage.’ For, my dear, we had decided to"
318,b,"these horrors when I get to port? When I get to port! Will that ever be? 4 August.—Still fog, which the sunrise cannot pierce. I know there is sunrise because I am a sailor, why else I know not. I dared not go below, I dared not leave the helm;"
319,b,"place and all in it that I cannot but feel uneasy. I wish I were safe out of it, or that I had never come. It may be that this strange night-existence is telling on me; but would that that were all! If there were any one to talk to"
320,b,"it over her heart, and continued: “You must read it over me some day. Whatever may be the issue of all this fearful state of things, it will be a sweet thought to all or some of us. You, my dearest, will I hope read it, for then it will"
321,b,"those sweet eyes, brightened with recent tears, went straight to my heart. So I said as gently as I could:—“I greatly fear I have distressed you.”“Oh, no, not distressed me,” she replied, “but I have been more touched than I can say by your grief. That is a wonderful machine,"
322,b,"now crossed the wall and were closing him in. I heard him say:—“I am here to do Your bidding, Master. I am Your slave, and You will reward me, for I shall be faithful. I have worshipped You long and afar off. Now that You are near, I await Your"
323,b,"saw what had happened. They all four lay helpless on the floor, breathing heavily. The decanter of sherry was on the table half full, but there was a queer, acrid smell about. I was suspicious, and examined the decanter. It smelt of laudanum, and looking on the sideboard, I found"
324,b,"able to throw them off so easily. Before us lay a green sloping land full of forests and woods, with here and there steep hills, crowned with clumps of trees or with farmhouses, the blank gable end to the road. There was everywhere a bewildering mass of fruit blossom—apple, plum,"
325,b,"is level. This burglary business is getting serious; we got off once all right; but we have now a rare job on hand—unless we can find the Count’s key basket.”As nothing could well be done before morning, and as it would be at least advisable to wait till Lord Godalming"
326,b,"Lord Godalming and I were silent, but Dr. Van Helsing added:—“Friend John, you know more of lunatics than I do, and I’m glad of it, for I fear that if it had been to me to decide I would before that last hysterical outburst have given him free. But we"
327,b,"did not seem to notice any change whatever, but said to me gratefully:—“We owe you so much, Dr. Seward, for all you have done, but you really must now take care not to overwork yourself. You are looking pale yourself. You want a wife to nurse and look after you"
328,b,"a dozen whose bones lie in the Greenland seas above”—he pointed northwards—“or where the currents may have drifted them. There be the steans around ye. Ye can, with your young eyes, read the small-print of the lies from here. This Braithwaite Lowrey—I knew his father, lost in the Lively off"
329,b,"avoid customs, a box which would arrive at Galatz in the Czarina Catherine. This he was to give in charge to a certain Petrof Skinsky, who dealt with the Slovaks who traded down the river to the port. He had been paid for his work by an English bank note,"
330,b,"friend, but all I have ever learned, all I can ever do, shall be for you and those you love. There are darknesses in life, and there are lights; you are one of the lights. You will have happy life and good life, and your husband will be blessed in"
331,b,"Canon, who died, in the hope of a glorious resurrection, on July, 29, 1873, falling from the rocks at Kettleness. This tomb was erected by his sorrowing mother to her dearly beloved son. ‘He was the only son of his mother, and she was a widow.’ Really, Mr. Swales, I"
332,b,"hands in his, and as he looked down into my face—I am afraid I was blushing very much—he said:—“ ‘Little girl, I hold your hand, and you’ve kissed me, and if these things don’t make us friends nothing ever will. Thank you for your sweet honesty to me, and good-bye.’"
333,b,"talk, if only for talking’s sake, I asked him many questions regarding things that had already happened to me or come within my notice. Sometimes he sheered off the subject, or turned the conversation by pretending not to understand; but generally he answered all I asked most frankly. Then as"
334,b,"she had disappeared he pulled me, suddenly and forcibly, into the dining-room and closed the door.Then, for the first time in my life, I saw Van Helsing break down. He raised his hands over his head in a sort of mute despair, and then beat his palms together in a"
335,b,"I shall tie that which He—It!—dare not touch; and then, come good wind or foul, I shall save my soul, and my honour as a captain. I am growing weaker, and the night is coming on. If He can look me in the face again, I may not have time"
336,b,"all the world, I wouldn’t let you know that terrible story!”Then it was terrible; my intuition was right! For a moment I thought, and as my eyes ranged the room, unconsciously looking for something or some opportunity to aid me, they lit on a great batch of typewriting on the"
337,b,"what I can.I have asked Dr. Van Helsing, and he has got me all the papers that I have not yet seen.... Whilst they are resting, I shall go over all carefully, and perhaps I may arrive at some conclusion. I shall try to follow the Professor’s example, and think"
338,b,"to tell of the number three until it can be all happy.“P.S.—Oh, about number Three—I needn’t tell you of number Three, need I? Besides, it was all so confused; it seemed only a moment from his coming into the room till both his arms were round me, and he was"
339,b,"thrown back.By this time the gypsies, seeing themselves covered by the Winchesters, and at the mercy of Lord Godalming and Dr. Seward, had given in and made no resistance. The sun was almost down on the mountain tops, and the shadows of the whole group fell long upon the snow."
340,b,"an agony. The dad was better, so I ran down here to see for myself. Is not that gentleman Dr. Van Helsing? I am so thankful to you, sir, for coming.” When first the Professor’s eye had lit upon him he had been angry at his interruption at such a"
341,b,"got angry, and jumped down and kicked the dog, and then took it by the scruff of the neck and half dragged and half threw it on the tombstone on which the seat is fixed. The moment it touched the stone the poor thing became quiet and fell all into"
342,b,"this time avoided her husband’s face. Quincey seemed to understand; he nodded, and her face lit up. “Then I shall tell you plainly what I want, for there must be no doubtful matter in this connection between us now. You must promise me, one and all—even you, my beloved husband—that,"
343,b,"can see nothing; we are still; there are no waves lapping, but only a steady swirl of water softly running against the hawser. I can hear men’s voices calling, near and far, and the roll and creak of oars in the rowlocks. A gun is fired somewhere; the echo of"
344,b,"me questions. Without offence did I tell yer to go to ’ell?”“You did.”“An’ when you said you’d report me for usin’ of obscene language that was ’ittin’ me over the ’ead; but the ’arf-quid made that all right. I weren’t a-goin’ to fight, so I waited for the food, and"
345,b,"moving circle.At last there came a time when the driver went further afield than he had yet gone, and during his absence, the horses began to tremble worse than ever and to snort and scream with fright. I could not see any cause for it, for the howling of the"
346,b,"own which mere “modernity” cannot kill. Later: the Morning of 16 May.—God preserve my sanity, for to this I am reduced. Safety and the assurance of safety are things of the past. Whilst I live on here there is but one thing to hope for, that I may not go"
347,b,"to Lucy’s coffin, and I followed. He bent over and again forced back the leaden flange; and then a shock of surprise and dismay shot through me.There lay Lucy, seemingly just as we had seen her the night before her funeral. She was, if possible, more radiantly beautiful than ever;"
348,b,"Miss Lucy?”“I suppose so.” He stood up and said solemnly:—“Then you are wrong. Oh, would it were so! but alas! no. It is worse, far, far worse.”“In God’s name, Professor Van Helsing, what do you mean?” I cried.He threw himself with a despairing gesture into a chair, and placed his"
349,b,"alive with grisly shapes, and every speck of dust that whirls in the wind a devouring monster in embryo? Have you felt the Vampire’s lips upon your throat?” Here he turned to me, and as his eyes lit on my forehead he threw up his arms with a cry: “Oh,"
350,b,"is given to-day regarding the strange escapade at the Zoo.17 September.—I was engaged after dinner in my study posting up my books, which, through press of other work and the many visits to Lucy, had fallen sadly into arrear. Suddenly the door was burst open, and in rushed my patient,"
351,b,"there is not a moment to lose: it may not be yet too late!” Mr. Morris and Lord Godalming started for the door but the Professor’s calm voice called them back:—“Stay, my friends. That ship, wherever it was, was weighing anchor whilst she spoke. There are many ships weighing anchor"
352,b,"places, his song of birds, his music and his love, lie far behind. You others are young. Some have seen sorrow; but there are fair days yet in store. What say you?”Whilst he was speaking, Jonathan had taken my hand. I feared, oh so much, that the appalling nature of"
353,b,"use it—to “be cruel only to be kind.” So I said:—“You like life, and you want life?”“Oh yes! but that is all right; you needn’t worry about that!”“But,” I asked, “how are we to get the life without getting the soul also?” This seemed to puzzle him, so I followed"
354,b,"not hear it from you. May God judge me by my deserts, and punish me with more bitter suffering than even this hour, if by any act or will of mine anything ever come between us!” He put out his arms and folded her to his breast; and for a"
355,b,"he wants to talk....I have been quite touched by the change in the poor old man. When he sat down beside me, he said in a very gentle way:—“I want to say something to you, miss.” I could see he was not at ease, so I took his poor old"
356,b,"the place. Let me be prosaic so far as facts can be; it will help me to bear up, and imagination must not run riot with me. If it does I am lost. Let me say at once how I stand—or seem to.I only slept a few hours when I"
357,b,"’em!’“ ‘Are you in the business yourself?’ I says, tyking off my ’at, for a man what trades in wolves, anceterer, is a good friend to keepers.“ ‘No’ says he, ‘not exactly in the business, but I ’ave made pets of several.’ And with that he lifts his ’at as"
358,b,"and a thin stream trickled down the man’s bare breast which was shown by his torn-open dress. The attitude of the two had a terrible resemblance to a child forcing a kitten’s nose into a saucer of milk to compel it to drink. As we burst into the room, the"
359,b,"all the way. The Professor seems tireless; all day he would not take any rest, though he made me sleep for a long spell. At sunset time he hypnotised me, and he says that I answered as usual “darkness, lapping water and creaking wood”; so our enemy is still on"
360,b,"hand an antique silver lamp, in which the flame burned without chimney or globe of any kind, throwing long quivering shadows as it flickered in the draught of the open door. The old man motioned me in with his right hand with a courtly gesture, saying in excellent English, but"
361,b,"asleep, for certainly if I had been fully awake I must have noticed the approach of such a remarkable place. In the gloom the courtyard looked of considerable size, and as several dark ways led from it under great round arches, it perhaps seemed bigger than it really is. I"
362,b,"and of her having given him the two diaries copied out, and of how anxious she has been about me. She showed me in the doctor’s letter that all I wrote down was true. It seems to have made a new man of me. It was the doubt as to"
363,b,"body, or only a demon in her shape?”“It is her body, and yet not it. But wait a while, and you all see her as she was, and is.”She seemed like a nightmare of Lucy as she lay there; the pointed teeth, the bloodstained, voluptuous mouth—which it made one shudder"
364,b,"me. She tries the door, and finding it locked, goes about the room searching for the key.6 August.—Another three days, and no news. This suspense is getting dreadful. If I only knew where to write to or where to go to, I should feel easier; but no one has heard"
365,b,"not remember anything that has happened to him for a long time past. At least, he wants me to believe so, and I shall never ask. He has had some terrible shock, and I fear it might tax his poor brain if he were to try to recall it. Sister"
366,b,"fashioned by His own hand to show us men and other women that there is a heaven where we can enter, and that its light can be here on earth. So true, so sweet, so noble, so little an egoist—and that, let me tell you, is much in this age,"
367,b,"to do anything in his power.30 October.—At nine o’clock Dr. Van Helsing, Dr. Seward, and I called on Messrs. Mackenzie & Steinkoff, the agents of the London firm of Hapgood. They had received a wire from London, in answer to Lord Godalming’s telegraphed request, asking us to show them any"
368,b,"as he spoke he took his knife and drove it savagely into space. Then he went on: “But It is here, and I’ll find It. It is in the hold, perhaps in one of those boxes. I’ll unscrew them one by one and see. You work the helm.” And, with"
369,b,"imaginings. God knows that there is ground for my terrible fear in this accursed place! I looked out over the beautiful expanse, bathed in soft yellow moonlight till it was almost as light as day. In the soft light the distant hills became melted, and the shadows in the valleys"
370,b,"many nights and days to follow, if full of peril; but we must go on, and from no danger shall we shrink.”The house was silent when we got back, save for some poor creature who was screaming away in one of the distant wards, and a low, moaning sound from"
371,b,"should be opened. With strained ears, I listened, and heard downstairs the grinding of the key in the great lock and the falling back of the heavy door. There must have been some other means of entry, or some one had a key for one of the locked doors. Then"
372,b,"gold in one corner—gold of all kinds, Roman, and British, and Austrian, and Hungarian, and Greek and Turkish money, covered with a film of dust, as though it had lain long in the ground. None of it that I noticed was less than three hundred years old. There were also"
373,b,"or twice I went out to see that all was right, and it was, and then the ’owling stopped. Just before twelve o’clock I just took a look round afore turnin’ in, an’, bust me, but when I kem opposite to old Bersicker’s cage I see the rails broken and"
374,b,"from the Professor a keen “S-s-s-s!” He pointed; and far down the avenue of yews we saw a white figure advance—a dim white figure, which held something dark at its breast. The figure stopped, and at the moment a ray of moonlight fell upon the masses of driving clouds and"
375,b,"to help us during the day, and that we must not all break down for want of rest, lest Lucy should suffer, that he agreed to go. Van Helsing was very kind to him. “Come, my child,” he said; “come with me. You are sick and weak, and have had"
376,b,"would worship the very ground he trod on? I know I would if I were free—only I don’t want to be free. My dear, this quite upset me, and I feel I cannot write of happiness just at once, after telling you of it; and I don’t wish to tell"
377,b,"This is hope to me. We are all drifting reefwards now, and faith is our only anchor. Thank God! Mina is sleeping, and sleeping without dreams. I fear what her dreams might be like, with such terrible memories to ground them in. She has not been so calm, within my"
378,b,"I asked. “It may do some good; we may arrive at some decision.” He stopped and looked at me, and said:—“My friend John, when the corn is grown, even before it has ripened—while the milk of its mother-earth is in him, and the sunshine has not yet begun to paint"
379,b,"And I have read your diary that you have so goodly written for me, and which breathes out truth in every line. I, who have read your so sweet letter to poor Lucy of your marriage and your trust, not know you! Oh, Madam Mina, good women tell all their"
380,b,"it all goes. I am rusty in my shorthand—see what unexpected prosperity does for us—so it may be as well to freshen it up again with an exercise anyhow....The service was very simple and very solemn. There were only ourselves and the servants there, one or two old friends of"
381,b,"it a moral duty to deal with me as one to be considered as under exceptional circumstances.” He made this last appeal with a courtly air of conviction which was not without its own charm.I think we were all staggered. For my own part, I was under the conviction, despite"
382,b,"traditions of Turkish rule.We left in pretty good time, and came after nightfall to Klausenburgh. Here I stopped for the night at the Hotel Royale. I had for dinner, or rather supper, a chicken done up some way with red pepper, which was very good but thirsty. (Mem., get recipe"
383,b,"we not promise to go on to the bitter end?”Each in turn, we took his hand, and the promise was made. Then said the Professor as we moved off:—“Two nights hence you shall meet with me and dine together at seven of the clock with friend John. I shall entreat"
384,b,"the bloated face which seemed to drive me mad. This was the being I was helping to transfer to London, where, perhaps, for centuries to come he might, amongst its teeming millions, satiate his lust for blood, and create a new and ever-widening circle of semi-demons to batten on the"
385,b,"of Lethe, and of that fountain of youth that the Conquistadores sought for in the Floridas, and find him all too late.”Whilst he was speaking, Lucy had been examining the flowers and smelling them. Now she threw them down, saying, with half-laughter, and half-disgust:—“Oh, Professor, I believe you are only"
386,b,"fellow is overwhelmed in a misery that is appalling to see. Last night he was a frank, happy-looking man, with strong, youthful face, full of energy, and with dark brown hair. To-day he is a drawn, haggard old man, whose white hair matches well with the hollow burning eyes and"
387,b,"come to disturb her peace of mind.In the early morning her maid came, and I left her in her care and took myself back home, for I was anxious about many things. I sent a short wire to Van Helsing and to Arthur, telling them of the excellent result of"
388,b,"my bed was comfortable enough, for I had all sorts of queer dreams. There was a dog howling all night under my window, which may have had something to do with it; or it may have been the paprika, for I had to drink up all the water in my"
389,b,"forehead as pure as the heart we know. For so surely as we live, that scar shall pass away when God sees right to lift the burden that is hard upon us. Till then we bear our Cross, as His Son did in obedience to His Will. It may be"
390,b,into some kind of trouble; didn’t I say it all along? Here’s his head all cut and full of broken glass. ’E’s been a-gettin’ over some bloomin’ wall or other. It’s a shyme that people are allowed to top their walls with broken bottles. This ’ere’s what comes of it.
391,b,"We never could have found the dates otherwise....I found Renfield sitting placidly in his room with his hands folded, smiling benignly. At the moment he seemed as sane as any one I ever saw. I sat down and talked with him on a lot of subjects, all of which he"
392,b,"though my memories of all Jonathan’s horrid experience were befooling me; for the snow flakes and the mist began to wheel and circle round, till I could get as though a shadowy glimpse of those women that would have kissed him. And then the horses cowered lower and lower, and"
393,b,"Godalming is firing up. He is an experienced hand at the work, as he has had for years a launch of his own on the Thames, and another on the Norfolk Broads. Regarding our plans, we finally decided that Mina’s guess was correct, and that if any waterway was chosen"
394,b,"I found him pressed close against the old ironbound oak door of the chapel. He was talking, apparently to some one, but I was afraid to go near enough to hear what he was saying, lest I might frighten him, and he should run off. Chasing an errant swarm of"
395,b,"is all sweet to me, but because you have been, and are, very dear to me. It was my privilege to be your friend and guide when you came from the schoolroom to prepare for the world of life. I want you to see now, and with the eyes of"
396,b,"shoulder, and said, with infinite tenderness:—“Friend John, I pity your poor bleeding heart; and I love you the more because it does so bleed. If I could, I would take on myself the burden that you do bear. But there are things that you know not, but that you shall"
397,b,"I am determined to understand him as well as I can. To-day I seemed to get nearer than ever before to the heart of his mystery.I questioned him more fully than I had ever done, with a view to making myself master of the facts of his hallucination. In my"
398,b,"from this so clever lunatic; so I shall go, if I may, and cheer myself with a few happy words with that sweet soul Madam Mina. Friend John, it does rejoice me unspeakable that she is no more to be pained, no more to be worried with our terrible things."
399,b,"them. I quite understood; my only doubt was as to whether any dream could be more terrible than the unnatural, horrible net of gloom and mystery which seemed closing around me. Later.—I endorse the last words written, but this time there is no doubt in question. I shall not fear"
400,c,"her eyes. Gregor’s sister rushed to his mother and put her hand on her forehead. Her words seemed to give Gregor’s father some more definite ideas. He sat upright, played with his uniform cap between the plates left by the three gentlemen after their meal, and occasionally looked down at"
401,c,"out to work, and looking after Gregor as she had done before was even more work for her, but even so his mother ought certainly not to have taken her place. Gregor, on the other hand, ought not to be neglected. Now, though, the charwoman was here. This elderly widow,"
402,c,"you haven’t read the latest contracts I sent in. I’ll set off with the eight o’clock train, as well, these few hours of rest have given me strength. You don’t need to wait, sir; I’ll be in the office soon after you, and please be so good as to tell"
403,c,"had seriously wanted his room emptied out. Had he really wanted to transform his room into a cave, a warm room fitted out with the nice furniture he had inherited? That would have let him crawl around unimpeded in any direction, but it would also have let him quickly forget"
404,c,"head begging him to spare Gregor’s life. No-one dared to remove the apple lodged in Gregor’s flesh, so it remained there as a visible reminder of his injury. He had suffered it there for more than a month, and his condition seemed serious enough to remind even his father that"
405,c,"his highly polished boots could now be heard in the adjoining room. From the room on his right, Gregor’s sister whispered to him to let him know: “Gregor, the chief clerk is here.” “Yes, I know”, said Gregor to himself; but without daring to raise his voice loud enough for"
406,c,"that later on, once the difficulty has been removed, he will certainly work with all the more diligence and concentration. You’re well aware that I’m seriously in debt to our employer as well as having to look after my parents and my sister, so that I’m trapped in a difficult"
407,c,"floundering legs, and only stopped when he began to feel a mild, dull pain there that he had never felt before. “Oh, God”, he thought, “what a strenuous career it is that I’ve chosen! Travelling day in and day out. Doing business like this takes much more effort than doing"
408,c,"You’ve got to get enough sleep. Other travelling salesmen live a life of luxury. For instance, whenever I go back to the guest house during the morning to copy out the contract, these gentlemen are always still sitting there eating their breakfasts. I ought to just try that with my"
409,c,"from the landing and went, as if relieved, back into the flat. They decided the best way to make use of that day was for relaxation and to go for a walk; not only had they earned a break from work but they were in serious need of it. So"
