,Author,Text
231,b,"one step of our work is done, one the most harrowing to ourselves. But there remains a greater task: to find out the author of all this our sorrow and to stamp him out. I have clues which we can follow; but it is a long task, and a difficult, and there is danger in it, and pain. Shall you not all help me? We have learned to believe, all of us—is it not so? And since so, do we not see our duty? Yes! And do we not promise to go on to the bitter end?”Each in turn, we"
232,b,"and the Vampire sleep be over. Then the beautiful eyes of the fair woman open and look love, and the voluptuous mouth present to a kiss—and man is weak. And there remain one more victim in the Vampire fold; one more to swell the grim and grisly ranks of the Un-Dead!...There is some fascination, surely, when I am moved by the mere presence of such an one, even lying as she lay in a tomb fretted with age and heavy with the dust of centuries, though there be that horrid odour such as the lairs of the Count have had."
233,b,"had ever occurred. I found him, to my astonishment, quite composed and most genial in his manner. I tried to get him to talk of the incident, but he blandly asked me questions as to what I meant, and led me to believe that he was completely oblivious of the affair. It was, I am sorry to say, however, only another instance of his cunning, for within half an hour I heard of him again. This time he had broken out through the window of his room, and was running down the avenue. I called to the attendants to follow"
234,b,"no more concealment of anything amongst us. Mina is sleeping now, calmly and sweetly like a little child. Her lips are curved and her face beams with happiness. Thank God, there are such moments still for her. Later.—How strange it all is. I sat watching Mina’s happy sleep, and came as near to being happy myself as I suppose I shall ever be. As the evening drew on, and the earth took its shadows from the sun sinking lower, the silence of the room grew more and more solemn to me. All at once Mina opened her eyes, and looking"
235,b,"straight on, as if it knew where it was bound for or had some intention of its own. The patient grew calmer every instant, and presently said:—“You needn’t tie me; I shall go quietly!” Without trouble we came back to the house. I feel there is something ominous in his calm, and shall not forget this night....Hillingham, 24 August.—I must imitate Mina, and keep writing things down. Then we can have long talks when we do meet. I wonder when it will be. I wish she were with me again, for I feel so unhappy. Last night I seemed to"
236,b,"she know are coming to meet us.6 November.—It was late in the afternoon when the Professor and I took our way towards the east whence I knew Jonathan was coming. We did not go fast, though the way was steeply downhill, for we had to take heavy rugs and wraps with us; we dared not face the possibility of being left without warmth in the cold and the snow. We had to take some of our provisions, too, for we were in a perfect desolation, and, so far as we could see through the snowfall, there was not even the"
237,b,"& Candy.” This was manifestly a prig of the first water, and there was no use arguing with him. I thought I had best meet him on his own ground, so I said:—“Your clients, sir, are happy in having so resolute a guardian of their confidence. I am myself a professional man.” Here I handed him my card. “In this instance I am not prompted by curiosity; I act on the part of Lord Godalming, who wishes to know something of the property which was, he understood, lately for sale.” These words put a different complexion on affairs. He said:—“I"
238,b,"she loved; and that sacred bell going ‘Toll! toll! toll!’ so sad and slow; and those holy men, with the white garments of the angel, pretending to read books, and yet all the time their eyes never on the page; and all of us with the bowed head. And all for what? She is dead; so! Is it not?”“Well, for the life of me, Professor,” I said, “I can’t see anything to laugh at in all that. Why, your explanation makes it a harder puzzle than before. But even if the burial service was comic, what about poor Art and"
239,b,"the hand that of all she would herself have chosen, had it been to her to choose?’ Tell me if there be such a one amongst us?”We all looked at Arthur. He saw, too, what we all did, the infinite kindness which suggested that his should be the hand which would restore Lucy to us as a holy, and not an unholy, memory; he stepped forward and said bravely, though his hand trembled, and his face was as pale as snow:—“My true friend, from the bottom of my broken heart I thank you. Tell me what I am to do,"
240,b,"me that she know are coming to meet us.6 November.—It was late in the afternoon when the Professor and I took our way towards the east whence I knew Jonathan was coming. We did not go fast, though the way was steeply downhill, for we had to take heavy rugs and wraps with us; we dared not face the possibility of being left without warmth in the cold and the snow. We had to take some of our provisions, too, for we were in a perfect desolation, and, so far as we could see through the snowfall, there was not"
241,b,"was off to, promising to come back and tell the rest so soon as I should have found out anything. I drove to Walworth and found, with some difficulty, Potter’s Court. Mr. Smollet’s spelling misled me, as I asked for Poter’s Court instead of Potter’s Court. However, when I had found the court, I had no difficulty in discovering Corcoran’s lodging-house. When I asked the man who came to the door for the “depite,” he shook his head, and said: “I dunno ’im. There ain’t no such a person ’ere; I never ’eard of ’im in all my bloomin’ days."
242,b,"the instant I saw that the cut had bled a little, and the blood was trickling over my chin. I laid down the razor, turning as I did so half round to look for some sticking plaster. When the Count saw my face, his eyes blazed with a sort of demoniac fury, and he suddenly made a grab at my throat. I drew away, and his hand touched the string of beads which held the crucifix. It made an instant change in him, for the fury passed so quickly that I could hardly believe that it was ever there.“Take care,”"
243,b,"cheerful all the evening. So much so that all the rest seemed to take courage, as if infected somewhat with her gaiety; as a result even I myself felt as if the pall of gloom which weighs us down were somewhat lifted. We all retired early. Mina is now sleeping like a little child; it is a wonderful thing that her faculty of sleep remains to her in the midst of her terrible trouble. Thank God for it, for then at least she can forget her care. Perhaps her example may affect me as her gaiety did to-night. I shall"
244,b,"fright was not to them, so that they could break away. I feared for my dear Madam Mina when these weird figures drew near and circled round. I looked at her, but she sat calm, and smiled at me; when I would have stepped to the fire to replenish it, she caught me and held me back, and whispered, like a voice that one hears in a dream, so low it was:—“No! No! Do not go without. Here you are safe!” I turned to her, and looking in her eyes, said:—“But you? It is for you that I fear!” whereat"
245,b,"furthest station on the way thither that the train reached.“Be assured that he is well cared for. He has won all hearts by his sweetness and gentleness. He is truly getting on well, and I have no doubt will in a few weeks be all himself. But be careful of him for safety’s sake. There are, I pray God and St. Joseph and Ste. Mary, many, many, happy years for you both.”19 August.—Strange and sudden change in Renfield last night. About eight o’clock he began to get excited and sniff about as a dog does when setting. The attendant was"
246,b,"speech and manner than I had ever seen him. There was an unusual understanding of himself, which was unlike anything I had ever met with in a lunatic; and he took it for granted that his reasons would prevail with others entirely sane. We all four went into the room, but none of the others at first said anything. His request was that I would at once release him from the asylum and send him home. This he backed up with arguments regarding his complete recovery, and adduced his own existing sanity. “I appeal to your friends,” he said, “they"
247,b,"your soul. Tell me, like one good fellow to another, is there any one else that you care for? And if there is I’ll never trouble you a hair’s breadth again, but will be, if you will let me, a very faithful friend.’“My dear Mina, why are men so noble when we women are so little worthy of them? Here was I almost making fun of this great-hearted, true gentleman. I burst into tears—I am afraid, my dear, you will think this a very sloppy letter in more ways than one—and I really felt very badly. Why can’t they let"
248,b,"the pit. His eyes were positively blazing. The red light in them was lurid, as if the flames of hell-fire blazed behind them. His face was deathly pale, and the lines of it were hard like drawn wires; the thick eyebrows that met over the nose now seemed like a heaving bar of white-hot metal. With a fierce sweep of his arm, he hurled the woman from him, and then motioned to the others, as though he were beating them back; it was the same imperious gesture that I had seen used to the wolves. In a voice which, though"
249,b,"up by another dog, and then another and another, till, borne on the wind which now sighed softly through the Pass, a wild howling began, which seemed to come from all over the country, as far as the imagination could grasp it through the gloom of the night. At the first howl the horses began to strain and rear, but the driver spoke to them soothingly, and they quieted down, but shivered and sweated as though after a runaway from sudden fright. Then, far off in the distance, from the mountains on each side of us began a louder and"
250,b,"cause for his anger, since he is usually such a well-behaved man, and except his violent fits nothing of the kind had ever occurred. I found him, to my astonishment, quite composed and most genial in his manner. I tried to get him to talk of the incident, but he blandly asked me questions as to what I meant, and led me to believe that he was completely oblivious of the affair. It was, I am sorry to say, however, only another instance of his cunning, for within half an hour I heard of him again. This time he had"
251,b,"loneliness of my life. Believe, me, then, that I come here full of respect for you, and you have given me hope—hope, not in what I am seeking of, but that there are good women still left to make life happy—good women, whose lives and whose truths may make good lesson for the children that are to be. I am glad, glad, that I may here be of some use to you; for if your husband suffer, he suffer within the range of my study and experience. I promise you that I will gladly do all for him that I"
252,b,"much, but I say it in kindness—I gave what you gave; the blood of my veins; I gave it, I, who was not, like you, her lover, but only her physician and her friend. I gave to her my nights and days—before death, after death; and if my death can do her good even now, when she is the dead Un-Dead, she shall have it freely.” He said this with a very grave, sweet pride, and Arthur was much affected by it. He took the old man’s hand and said in a broken voice:—“Oh, it is hard to think of"
253,b,"the windows. The poor man was more loud than ever, and though I could not distinguish a word he said, I could in some way recognise in his tones some passionate entreaty on his part. Then there was the sound of a struggle, and I knew that the attendants were dealing with him. I was so frightened that I crept into bed, and pulled the clothes over my head, putting my fingers in my ears. I was not then a bit sleepy, at least so I thought; but I must have fallen asleep, for, except dreams, I do not remember"
254,b,"and to know her is to love her. I long to go through the crowded streets of your mighty London, to be in the midst of the whirl and rush of humanity, to share its life, its change, its death, and all that makes it what it is. But alas! as yet I only know your tongue through books. To you, my friend, I look that I know it to speak.”“But, Count,” I said, “you know and speak English thoroughly!” He bowed gravely.“I thank you, my friend, for your all too-flattering estimate, but yet I fear that I am but"
255,b,"take hundreds of years to get so far as London; and yet in one day, when we know of the disposal of him we drive him out. He is finite, though he is powerful to do much harm and suffers not as we do. But we are strong, each in our purpose; and we are all more strong together. Take heart afresh, dear husband of Madam Mina. This battle is but begun, and in the end we shall win—so sure as that God sits on high to watch over His children. Therefore be of much comfort till we return.4 October.—When"
256,b,"order.In the midst of this I could see that Jonathan on one side of the ring of men, and Quincey on the other, were forcing a way to the cart; it was evident that they were bent on finishing their task before the sun should set. Nothing seemed to stop or even to hinder them. Neither the levelled weapons nor the flashing knives of the gypsies in front, nor the howling of the wolves behind, appeared to even attract their attention. Jonathan’s impetuosity, and the manifest singleness of his purpose, seemed to overawe those in front of him; instinctively they"
257,b,"Helsing is laconic; he tells the farmers that he is hurrying to Bistritz, and pays them well to make the exchange of horses. We get hot soup, or coffee, or tea; and off we go. It is a lovely country; full of beauties of all imaginable kinds, and the people are brave, and strong, and simple, and seem full of nice qualities. They are very, very superstitious. In the first house where we stopped, when the woman who served us saw the scar on my forehead, she crossed herself and put out two fingers towards me, to keep off the"
258,b,"through the broken window.The air seems full of specks, floating and circling in the draught from the window, and the lights burn blue and dim. What am I to do? God shield me from harm this night! I shall hide this paper in my breast, where they shall find it when they come to lay me out. My dear mother gone! It is time that I go too. Good-bye, dear Arthur, if I should not survive this night. God keep you, dear, and God help me!18 September.—I drove at once to Hillingham and arrived early. Keeping my cab at the"
259,b,"beside him. After searching through it, he took out a selection of tools which he produced to lay beside him in orderly fashion. Then he stood up, looked into the keyhole, blew into it, and turning to his employers, made some remark. Lord Godalming smiled, and the man lifted a good-sized bunch of keys; selecting one of them, he began to probe the lock, as if feeling his way with it. After fumbling about for a bit he tried a second, and then a third. All at once the door opened under a slight push from him, and he and"
260,b,"a half-reclining figure, snowy white. The coming of the cloud was too quick for me to see much, for shadow shut down on light almost immediately; but it seemed to me as though something dark stood behind the seat where the white figure shone, and bent over it. What it was, whether man or beast, I could not tell; I did not wait to catch another glance, but flew down the steep steps to the pier and along by the fish-market to the bridge, which was the only way to reach the East Cliff. The town seemed as dead, for"
261,b,"do shall by the local people be attributed to me.It makes me rage to think that this can go on, and whilst I am shut up here, a veritable prisoner, but without that protection of the law which is even a criminal’s right and consolation.I thought I would watch for the Count’s return, and for a long time sat doggedly at the window. Then I began to notice that there were some quaint little specks floating in the rays of the moonlight. They were like the tiniest grains of dust, and they whirled round and gathered in clusters in a"
262,b,"say that people who are near death die generally at the change to the dawn or at the turn of the tide; any one who has when tired, and tied as it were to his post, experienced this change in the atmosphere can well believe it. All at once we heard the crow of a cock coming up with preternatural shrillness through the clear morning air; Count Dracula, jumping to his feet, said:—“Why, there is the morning again! How remiss I am to let you stay up so long. You must make your conversation regarding my dear new country of"
263,b,"long the sun would set. It was hard to believe that by our watches it was less than an hour that we waited in that rocky shelter before the various bodies began to converge close upon us. The wind came now with fiercer and more bitter sweeps, and more steadily from the north. It seemingly had driven the snow clouds from us, for, with only occasional bursts, the snow fell. We could distinguish clearly the individuals of each party, the pursued and the pursuers. Strangely enough those pursued did not seem to realise, or at least to care, that they"
264,b,"her, tainted as she is with that Vampire baptism. “Well,” said I to myself, “if it be that she sleep all the day, it shall also be that I do not sleep at night.” As we travel on the rough road, for a road of an ancient and imperfect kind there was, I held down my head and slept. Again I waked with a sense of guilt and of time passed, and found Madam Mina still sleeping, and the sun low down. But all was indeed changed; the frowning mountains seemed further away, and we were near the top of"
265,b,"one day, when we know of the disposal of him we drive him out. He is finite, though he is powerful to do much harm and suffers not as we do. But we are strong, each in our purpose; and we are all more strong together. Take heart afresh, dear husband of Madam Mina. This battle is but begun, and in the end we shall win—so sure as that God sits on high to watch over His children. Therefore be of much comfort till we return.4 October.—When I read to Mina, Van Helsing’s message in the phonograph, the poor girl"
266,b,"being cold.We shall soon be off. I am afraid to think what may happen to us. We are truly in the hands of God. He alone knows what may be, and I pray Him, with all the strength of my sad and humble soul, that He will watch over my beloved husband; that whatever may happen, Jonathan may know that I loved him and honoured him more than I can say, and that my latest and truest thought will be always for him.1 November.—All day long we have travelled, and at a good speed. The horses seem to know that"
267,b,"the first coming of the dawn the horrid figures melted in the whirling mist and snow; the wreaths of transparent gloom moved away towards the castle, and were lost.Instinctively, with the dawn coming, I turned to Madam Mina, intending to hypnotise her; but she lay in a deep and sudden sleep, from which I could not wake her. I tried to hypnotise through her sleep, but she made no response, none at all; and the day broke. I fear yet to stir. I have made my fire and have seen the horses, they are all dead. To-day I have much"
268,b,"a half or three inches thick and about three feet long. One end of it was hardened by charring in the fire, and was sharpened to a fine point. With this stake came a heavy hammer, such as in households is used in the coal-cellar for breaking the lumps. To me, a doctor’s preparations for work of any kind are stimulating and bracing, but the effect of these things on both Arthur and Quincey was to cause them a sort of consternation. They both, however, kept their courage, and remained silent and quiet.When all was ready, Van Helsing said:—“Before we"
269,b,"want to hinder him. I suppose it is a part of the horrible curse that such is, when his touch is on his victim. And oh, my God, my God, pity me! He placed his reeking lips upon my throat!” Her husband groaned again. She clasped his hand harder, and looked at him pityingly, as if he were the injured one, and went on:—“I felt my strength fading away, and I was in a half swoon. How long this horrible thing lasted I know not; but it seemed that a long time must have passed before he took his foul,"
270,b,"he mixes up not only the month, but the year.“Well, my dear, what could I say? I could only tell him that I was the happiest woman in all the wide world, and that I had nothing to give him except myself, my life, and my trust, and that with these went my love and duty for all the days of my life. And, my dear, when he kissed me, and drew me to him with his poor weak hands, it was like a very solemn pledge between us....“Lucy dear, do you know why I tell you all this? It"
271,b,"evening.—No news all day; we have found nothing of the kind we seek. We have now passed into the Bistritza; and if we are wrong in our surmise our chance is gone. We have over-hauled every boat, big and little. Early this morning, one crew took us for a Government boat, and treated us accordingly. We saw in this a way of smoothing matters, so at Fundu, where the Bistritza runs into the Sereth, we got a Roumanian flag which we now fly conspicuously. With every boat which we have over-hauled since then this trick has succeeded; we have had"
272,b,"it was in one sense, honey-sweet, and sent the same tingling through the nerves as her voice, but with a bitter underlying the sweet, a bitter offensiveness, as one smells in blood.I was afraid to raise my eyelids, but looked out and saw perfectly under the lashes. The girl went on her knees, and bent over me, simply gloating. There was a deliberate voluptuousness which was both thrilling and repulsive, and as she arched her neck she actually licked her lips like an animal, till I could see in the moonlight the moisture shining on the scarlet lips and on"
273,b,"fellow, was speaking of his part in the operation where his blood had been transfused to his Lucy’s veins; I could see Van Helsing’s face grow white and purple by turns. Arthur was saying that he felt since then as if they two had been really married and that she was his wife in the sight of God. None of us said a word of the other operations, and none of us ever shall. Arthur and Quincey went away together to the station, and Van Helsing and I came on here. The moment we were alone in the carriage he"
274,b,"It may have been that the need of natural sleep, and the strange oppression of the air were beginning to overcome me. Certain it was that I was lapsing into sleep, the open-eyed sleep of one who yields to a sweet fascination, when there came through the snow-stilled air a long, low wail, so full of woe and pity that it woke me like the sound of a clarion. For it was the voice of my dear Madam Mina that I heard.Then I braced myself again to my horrid task, and found by wrenching away tomb-tops one other of the"
275,b,"again. There is no young Arthur here now; I have to call on you yourself this time, friend John.” As he spoke, he was dipping into his bag and producing the instruments for transfusion; I had taken off my coat and rolled up my shirt-sleeve. There was no possibility of an opiate just at present, and no need of one; and so, without a moment’s delay, we began the operation. After a time—it did not seem a short time either, for the draining away of one’s blood, no matter how willingly it be given, is a terrible feeling—Van Helsing held"
276,b,"you will, friend; do as you will. There can be no horror like this ever any more;” and he groaned in spirit. Quincey and I simultaneously moved towards him, and took his arms. We could hear the click of the closing lantern as Van Helsing held it down; coming close to the tomb, he began to remove from the chinks some of the sacred emblem which he had placed there. We all looked on in horrified amazement as we saw, when he stood back, the woman, with a corporeal body as real at that moment as our own, pass in"
277,b,"eyes, “but I do not know even yet—and none other can ever know—how much your sweet sympathy has been to me to-day. I shall know better in time; and believe me that, though I am not ungrateful now, my gratitude will grow with my understanding. You will let me be like a brother, will you not, for all our lives—for dear Lucy’s sake?”“For dear Lucy’s sake,” I said as we clasped hands. “Ay, and for your own sake,” he added, “for if a man’s esteem and gratitude are ever worth the winning, you have won mine to-day. If ever the"
278,b,"put in a rider that the thirst then generated was such that even the time which had elapsed had not completely allayed it. Needless to add, I took care before leaving to lift, for ever and adequately, this source of reproach. 30 September.—The station-master was good enough to give me a line to his old companion the station-master at King’s Cross, so that when I arrived there in the morning I was able to ask him about the arrival of the boxes. He, too, put me at once in communication with the proper officials, and I saw that their tally"
279,b,"which is outside your daily life is not of account to you. Do you not think that there are things which you cannot understand, and yet which are; that some people see things that others cannot? But there are things old and new which must not be contemplate by men’s eyes, because they know—or think they know—some things which other men have told them. Ah, it is the fault of our science that it wants to explain all; and if it explain not, then it says there is nothing to explain. But yet we see around us every day the"
280,b,"Devotion is so rare, and we are so grateful to those who show it unasked to those we love. Here was a poor girl putting aside the terrors which she naturally had of death to go watch alone by the bier of the mistress whom she loved, so that the poor clay might not be lonely till laid to eternal rest.... I must have slept long and soundly, for it was broad daylight when Van Helsing waked me by coming into my room. He came over to my bedside and said:—“You need not trouble about the knives; we shall not"
281,b,"stake, some two and a half or three inches thick and about three feet long. One end of it was hardened by charring in the fire, and was sharpened to a fine point. With this stake came a heavy hammer, such as in households is used in the coal-cellar for breaking the lumps. To me, a doctor’s preparations for work of any kind are stimulating and bracing, but the effect of these things on both Arthur and Quincey was to cause them a sort of consternation. They both, however, kept their courage, and remained silent and quiet.When all was ready,"
282,b,"regular train. Moreover, we have something to prepare. We must think. Now let us organize. You, friend Arthur, go to the train and get the tickets and arrange that all be ready for us to go in the morning. Do you, friend Jonathan, go to the agent of the ship and get from him letters to the agent in Galatz, with authority to make search the ship just as it was here. Morris Quincey, you see the Vice-Consul, and get his aid with his fellow in Galatz and all he can do to make our way smooth, so that no"
283,b,"all the time—so still as one dead; and she grew whiter and ever whiter till the snow was not more pale; and no word she said. But when I drew near, she clung to me, and I could know that the poor soul shook her from head to feet with a tremor that was pain to feel. I said to her presently, when she had grown more quiet:—“Will you not come over to the fire?” for I wished to make a test of what she could. She rose obedient, but when she have made a step she stopped, and stood"
284,b,"only accident or a series of accidents can balance it.“We’ve told yarns by the camp-fire in the prairies; and dressed one another’s wounds after trying a landing at the Marquesas; and drunk healths on the shore of Titicaca. There are more yarns to be told, and other wounds to be healed, and another health to be drunk. Won’t you let this be at my camp-fire to-morrow night? I have no hesitation in asking you, as I know a certain lady is engaged to a certain dinner-party, and that you are free. There will only be one other, our old pal"
285,b,"is full of quiet joy, and her mother is glad and sorry at once. Later on in the day she told me the cause. She is grieved to lose Lucy as her very own, but she is rejoiced that she is soon to have some one to protect her. Poor dear, sweet lady! She confided to me that she has got her death-warrant. She has not told Lucy, and made me promise secrecy; her doctor told her that within a few months, at most, she must die, for her heart is weakening. At any time, even now, a sudden shock"
286,b,"to me, and said:—“Are you satisfied now?”“No,” I said, in a way that I felt was aggressive.“Do you not see the child?”“Yes, it is a child, but who brought it here? And is it wounded?” I asked.“We shall see,” said the Professor, and with one impulse we took our way out of the churchyard, he carrying the sleeping child.When we had got some little distance away, we went into a clump of trees, and struck a match, and looked at the child’s throat. It was without a scratch or scar of any kind.“Was I right?” I asked triumphantly.“We were just"
287,b,"his shoulder at her as he came.I left him in the drawing-room, and told Van Helsing that he had said good-bye; so the latter went to the kitchen to tell the undertaker’s men to proceed with the preparations and to screw up the coffin. When he came out of the room again I told him of Arthur’s question, and he replied:—“I am not surprised. Just now I doubted for a moment myself!”We all dined together, and I could see that poor Art was trying to make the best of things. Van Helsing had been silent all dinner-time; but when we"
288,b,"the door for her to pass into her room. But the instant she had disappeared he pulled me, suddenly and forcibly, into the dining-room and closed the door.Then, for the first time in my life, I saw Van Helsing break down. He raised his hands over his head in a sort of mute despair, and then beat his palms together in a helpless way; finally he sat down on a chair, and putting his hands before his face, began to sob, with loud, dry sobs that seemed to come from the very racking of his heart. Then he raised his"
289,b,"that the dead steersman has been reverently removed from the place where he held his honourable watch and ward till death—a steadfastness as noble as that of the young Casabianca—and placed in the mortuary to await inquest.Already the sudden storm is passing, and its fierceness is abating; crowds are scattering homeward, and the sky is beginning to redden over the Yorkshire wolds. I shall send, in time for your next issue, further details of the derelict ship which found her way so miraculously into harbour in the storm.9 August.—The sequel to the strange arrival of the derelict in the storm"
290,b,"kind of way that I am afraid of doing anything wrong by helping his fads. I can’t forget how he prayed with almost equal fervour for a cat, and then tried to tear my throat out with his teeth. Besides, he called the Count ‘lord and master,’ and he may want to get out to help him in some diabolical way. That horrid thing has the wolves and the rats and his own kind to help him, so I suppose he isn’t above trying to use a respectable lunatic. He certainly did seem earnest, though. I only hope we have"
291,b,"in his office all the papers concerning the consignment of boxes. It gave me almost a turn to see again one of the letters which I had seen on the Count’s table before I knew of his diabolical plans. Everything had been carefully thought out, and done systematically and with precision. He seemed to have been prepared for every obstacle which might be placed by accident in the way of his intentions being carried out. To use an Americanism, he had “taken no chances,” and the absolute accuracy with which his instructions were fulfilled, was simply the logical result of"
292,b,"is to my mind the nicest spot in Whitby, for it lies right over the town, and has a full view of the harbour and all up the bay to where the headland called Kettleness stretches out into the sea. It descends so steeply over the harbour that part of the bank has fallen away, and some of the graves have been destroyed. In one place part of the stonework of the graves stretches out over the sandy pathway far below. There are walks, with seats beside them, through the churchyard; and people go and sit there all day long"
293,b,"speaking between us.“I answer for Mina and myself,” he said.“Count me in, Professor,” said Mr. Quincey Morris, laconically as usual.“I am with you,” said Lord Godalming, “for Lucy’s sake, if for no other reason.”Dr. Seward simply nodded. The Professor stood up and, after laying his golden crucifix on the table, held out his hand on either side. I took his right hand, and Lord Godalming his left; Jonathan held my right with his left and stretched across to Mr. Morris. So as we all took hands our solemn compact was made. I felt my heart icy cold, but it did"
294,b,"twelve it waked me from a doze, so I must have been falling asleep. There was a sort of scratching or flapping at the window, but I did not mind it, and as I remember no more, I suppose I must then have fallen asleep. More bad dreams. I wish I could remember them. This morning I am horribly weak. My face is ghastly pale, and my throat pains me. It must be something wrong with my lungs, for I don’t seem ever to get air enough. I shall try to cheer up when Arthur comes, or else I know"
295,b,"being I was helping to transfer to London, where, perhaps, for centuries to come he might, amongst its teeming millions, satiate his lust for blood, and create a new and ever-widening circle of semi-demons to batten on the helpless. The very thought drove me mad. A terrible desire came upon me to rid the world of such a monster. There was no lethal weapon at hand, but I seized a shovel which the workmen had been using to fill the cases, and lifting it high, struck, with the edge downward, at the hateful face. But as I did so the"
296,b,"man, which has been ascertained for me. So we then can discuss how we shall act, and can take our measure according.“There are such beings as vampires; some of us have evidence that they exist. Even had we not the proof of our own unhappy experience, the teachings and the records of the past give proof enough for sane peoples. I admit that at the first I was sceptic. Were it not that through long years I have train myself to keep an open mind, I could not have believe until such time as that fact thunder on my ear."
297,b,"not, like you, her lover, but only her physician and her friend. I gave to her my nights and days—before death, after death; and if my death can do her good even now, when she is the dead Un-Dead, she shall have it freely.” He said this with a very grave, sweet pride, and Arthur was much affected by it. He took the old man’s hand and said in a broken voice:—“Oh, it is hard to think of it, and I cannot understand; but at least I shall go with you and wait.”“You were with me here yesterday. Was the"
298,b,"The remembrance seemed for a while to overpower her, and she drooped and would have sunk down but for her husband’s sustaining arm. With a great effort she recovered herself and went on:—“Then he spoke to me mockingly, ‘And so you, like the others, would play your brains against mine. You would help these men to hunt me and frustrate me in my designs! You know now, and they know in part already, and will know in full before long, what it is to cross my path. They should have kept their energies for use closer to home. Whilst they"
299,b,"rise from the end of either pier of Whitby Harbour. The wind roared like thunder, and blew with such force that it was with difficulty that even strong men kept their feet, or clung with grim clasp to the iron stanchions. It was found necessary to clear the entire piers from the mass of onlookers, or else the fatalities of the night would have been increased manifold. To add to the difficulties and dangers of the time, masses of sea-fog came drifting inland—white, wet clouds, which swept by in ghostly fashion, so dank and damp and cold that it needed"
300,b,"and then He moved the mist to the right and left, and I could see that there were thousands of rats with their eyes blazing red—like His, only smaller. He held up his hand, and they all stopped; and I thought he seemed to be saying: ‘All these lives will I give you, ay, and many more and greater, through countless ages, if you will fall down and worship me!’ And then a red cloud, like the colour of blood, seemed to close over my eyes; and before I knew what I was doing, I found myself opening the sash"
301,b,"see people, and learn something of their life, and to fill our minds and memories with all the colour and picturesqueness of the whole wild, beautiful country and the quaint people! But, alas!— Later.—Dr. Van Helsing has returned. He has got the carriage and horses; we are to have some dinner, and to start in an hour. The landlady is putting us up a huge basket of provisions; it seems enough for a company of soldiers. The Professor encourages her, and whispers to me that it may be a week before we can get any good food again. He has"
302,b,"a “bloofer lady” had asked him to come for a walk, the others had picked up the phrase and used it as occasion served. This is the more natural as the favourite game of the little ones at present is luring each other away by wiles. A correspondent writes us that to see some of the tiny tots pretending to be the “bloofer lady” is supremely funny. Some of our caricaturists might, he says, take a lesson in the irony of grotesque by comparing the reality and the picture. It is only in accordance with general principles of human nature"
303,b,"fair to look on, so radiantly beautiful, so exquisitely voluptuous, that the very instinct of man in me, which calls some of my sex to love and to protect one of hers, made my head whirl with new emotion. But God be thanked, that soul-wail of my dear Madam Mina had not died out of my ears; and, before the spell could be wrought further upon me, I had nerved myself to my wild work. By this time I had searched all the tombs in the chapel, so far as I could tell; and as there had been only three"
304,b,"he can do, out of his own power, that so she come not to him. Ah! there I have hope that our man-brains that have been of man so long and that have not lost the grace of God, will come higher than his child-brain that lie in his tomb for centuries, that grow not yet to our stature, and that do only work selfish and therefore small. Here comes Madam Mina; not a word to her of her trance! She know it not; and it would overwhelm her and make despair just when we want all her hope, all"
305,b,"of cool bravery, with hazard of all he has to stake. Not being able to smoke, he cut himself a good-sized plug of tobacco and began to chew. As to Van Helsing, he was employed in a definite way. First he took from his bag a mass of what looked like thin, wafer-like biscuit, which was carefully rolled up in a white napkin; next he took out a double-handful of some whitish stuff, like dough or putty. He crumbled the wafer up fine and worked it into the mass between his hands. This he then took, and rolling it into"
306,b,"he jumped to his feet, with his eyes blazing and all the signs of intense cerebral excitement. “To hell with you and your souls!” he shouted. “Why do you plague me about souls? Haven’t I got enough to worry, and pain, and distract me already, without thinking of souls!” He looked so hostile that I thought he was in for another homicidal fit, so I blew my whistle. The instant, however, that I did so he became calm, and said apologetically:—“Forgive me, Doctor; I forgot myself. You do not need any help. I am so worried in my mind that"
307,b,"which sent up a clanging echo. I turned to run down again towards the vault, where I might find the new entrance; but at the moment there seemed to come a violent puff of wind, and the door to the winding stair blew to with a shock that set the dust from the lintels flying. When I ran to push it open, I found that it was hopelessly fast. I was again a prisoner, and the net of doom was closing round me more closely.As I write there is in the passage below a sound of many tramping feet and"
308,b,"of acts which were often not pleasant to do, and which sometimes did wring my heart, I have never had so heavy a task as now. Believe me that if the time comes for you to change your mind towards me, one look from you will wipe away all this so sad hour, for I would do what a man can to save you from sorrow. Just think. For why should I give myself so much of labour and so much of sorrow? I have come here from my own land to do what I can of good; at the"
309,b,"is odd that a thing which I have been taught to regard with disfavour and as idolatrous should in a time of loneliness and trouble be of help. Is it that there is something in the essence of the thing itself, or that it is a medium, a tangible help, in conveying memories of sympathy and comfort? Some time, if it may be, I must examine this matter and try to make up my mind about it. In the meantime I must find out all I can about Count Dracula, as it may help me to understand. To-night he may"
310,b,"effort to move on without knowing where I am going.”“That is good image,” he said. “Well, I shall tell you. My thesis is this: I want you to believe.”“To believe what?”“To believe in things that you cannot. Let me illustrate. I heard once of an American who so defined faith: ‘that faculty which enables us to believe things which we know to be untrue.’ For one, I follow that man. He meant that we shall have an open mind, and not let a little bit of truth check the rush of a big truth, like a small rock does a"
